"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.00749198176043556,0,NA,NA,FALSE,NA
"2",2,0.0888774266703423,0,NA,NA,FALSE,NA
"3",3,-0.423090909329299,0,NA,NA,FALSE,NA
"4",4,0.0594708182372369,0,NA,NA,FALSE,NA
"5",5,-0.0594395466765251,0,NA,NA,FALSE,NA
"6",6,0.0219210456847249,0,NA,NA,FALSE,NA
"7",7,-0.0635059723472245,0,NA,NA,FALSE,NA
"8",8,-0.156842645429393,0,NA,NA,FALSE,NA
"9",9,-0.0461309468174644,0,NA,NA,FALSE,NA
"10",10,0.0906979426116645,0,NA,NA,FALSE,NA
"11",5,-0.128168923421444,0,NA,NA,TRUE,6
