"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.154957955107427,0,NA,NA,FALSE,NA
"2",2,0.242590954086771,0,NA,NA,FALSE,NA
"3",3,0.168187729311767,0,NA,NA,FALSE,NA
"4",4,-0.335046505337666,0,NA,NA,FALSE,NA
"5",5,-0.0396527817292923,0,NA,NA,FALSE,NA
"6",6,-0.00342164033740583,0,NA,NA,FALSE,NA
"7",7,0.115682270690436,0,NA,NA,FALSE,NA
"8",8,0.0894271630436323,0,NA,NA,FALSE,NA
"9",9,-0.0179187462637323,0,NA,NA,FALSE,NA
"10",10,-0.0565761291957968,0,NA,NA,FALSE,NA
"11",7,-0.00965249740453813,0,NA,NA,TRUE,9
