"","X","V","Imp","rand"
"1",1,1,0.013185265487765,0.120888173747857
"2",2,2,0.194890548712469,0.02640522941053
"3",3,3,0.0251106125827097,0.015621044547247
"4",4,4,0.0410784062085564,0.00967241751739782
"5",5,5,0.00768320479179965,0.0202074102451515
"6",6,6,0.0154463411733063,0.0289272724604675
"7",7,7,0.169193535731917,0.0557021269556649
"8",8,8,0.00176440361255142,0.0107627668328065
"9",9,9,0.00244502222951903,0.00121204809950184
"10",10,10,0.0670418158653634,0.0234720328628118
"11",11,11,0.00025385612874848,0.00781808743937894
"12",12,12,0.000578423825864358,0.316206320350692
"13",13,13,0.00727247120211209,0.00650152288527747
"14",14,14,0.00158354869419624,0.0464440115105609
"15",15,15,0.0122247273495167,0.0603750318943202
