"","X","V","Imp","rand"
"1",1,1,0.00850370484214719,0.000121043025512753
"2",2,2,0.00263484223512495,0.0299386543194154
"3",3,3,0.0191307604453186,0.000393625401223608
"4",4,4,0.00669381936535417,0.327571565975787
"5",5,5,0.000918658085078705,0.0809928124740111
"6",6,6,8.64985803969797e-07,9.16036882271575e-05
"7",7,7,0.0486091936848233,0.0298169274417056
"8",8,8,4.54534413022856e-05,0.000175980721295293
"9",9,9,0.00606901534510241,0.00773460168461715
"10",10,10,0.0227858573546605,0.0368132200207763
"11",11,11,0.000652214549628673,0.0813907572076794
"12",12,12,0.00461339153898995,0.00778323128416325
"13",13,13,0.00888239635916779,0.000152534711433894
"14",14,14,0.0991362113256056,0.0862276306229493
"15",15,15,0.0213217256945644,0.0607826399349246
