"","V1"
"1",-0.789642960252474
"2",-0.784410412764794
"3",0.0924961561756768
"4",-2.19001917051427
"5",0.463357718527483
"6",-1.59412883007104
"7",-1.13586121658487
"8",-0.0847504053749569
"9",0.00435715543522107
"10",0.191197400607404
"11",-0.264479895862543
"12",0.289255568745053
"13",2.31972929064716
"14",1.44854992114125
"15",-0.138689630835337
"16",-0.360851346421563
"17",1.47292898089428
"18",0.502368789923412
"19",0.42679056177583
"20",-0.526078213729192
"21",-1.02852419161794
"22",-1.46180927218595
"23",-0.284274611212177
"24",0.672536944870616
"25",-0.485561971770902
"26",1.29352537718433
"27",0.978443259526166
"28",-0.537587660724429
"29",0.457010515974593
"30",1.05412214849396
