"","X","V","Imp","rand"
"1",1,1,0.00472285786616217,0.018695105954237
"2",2,2,0.0201352755255967,0.0450493563012654
"3",3,3,0.00469116194725254,0.329223078563375
"4",4,4,0.0263218108690201,0.0284548617435372
"5",5,5,0.0502556202135231,0.087755750452224
"6",6,6,0.00140723279852906,0.000798969598428726
"7",7,7,0.119938649039821,0.0921898727295812
"8",8,8,0.000835461219067714,0.00337087804812683
"9",9,9,0.0157987652481221,0.036166111749931
"10",10,10,0.0695235191626453,0.000768248103130035
"11",11,11,0.0835780680196885,1.56896864474761e-06
"12",12,12,0.137582646113735,0.0100160355790631
"13",13,13,0.0068946883390922,0.00744740595142908
"14",14,14,0.00789796620949818,0.0892127620530438
"15",15,15,0.0129091247988598,0.000845686222211376
