"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0467437525158214,FALSE,NA,NA,FALSE,NA
"2",2,0.0662906304869169,FALSE,NA,NA,FALSE,NA
"3",3,0.0901583160528324,FALSE,NA,NA,FALSE,NA
"4",4,-0.0285855933598276,FALSE,NA,NA,FALSE,NA
"5",5,0.0971347413441371,TRUE,-0.964832324689849,0.524925709702075,FALSE,NA
"6",6,0.034816367599109,FALSE,NA,NA,FALSE,NA
"7",7,-0.145417653567028,FALSE,NA,NA,FALSE,NA
"8",8,-0.0578443567333148,FALSE,NA,NA,FALSE,NA
"9",9,-0.0275317375045447,FALSE,NA,NA,FALSE,NA
"10",10,0.104869766519161,FALSE,NA,NA,FALSE,NA
"11",1,-0.00883294867974565,FALSE,NA,NA,TRUE,4
