"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0203123616018766,0,NA,NA,FALSE,NA
"2",2,-0.0944612037690725,0,NA,NA,FALSE,NA
"3",3,0.0313337578447216,0,NA,NA,FALSE,NA
"4",4,-0.00894546010756172,0,NA,NA,FALSE,NA
"5",5,-0.0391474672525746,0,NA,NA,FALSE,NA
"6",6,-0.0556640634711165,0,NA,NA,FALSE,NA
"7",7,-0.0301175449903044,0,NA,NA,FALSE,NA
"8",8,0.11828074058848,0,NA,NA,FALSE,NA
"9",9,-0.0195869576735545,0,NA,NA,FALSE,NA
"10",10,-0.0109550499720201,0,NA,NA,FALSE,NA
"11",11,-0.0726396981804357,0,NA,NA,FALSE,NA
"12",12,-0.124880964364438,0,NA,NA,FALSE,NA
"13",13,0.0243807202914978,0,NA,NA,FALSE,NA
"14",14,-0.0662366355252214,0,NA,NA,FALSE,NA
"15",15,-0.0790863403123267,0,NA,NA,FALSE,NA
