"","X","V","Imp","rand"
"1",1,1,0.00221883754149929,0.0332628171356287
"2",2,2,0.000310308500413009,0.00153380016036455
"3",3,3,0.110473209167963,0.0339443771018319
"4",4,4,0.000164710354687641,0.0291091705363463
"5",5,5,0.000617716675591774,0.0115945267857787
"6",6,6,0.000443461039248926,0.0401711528069748
"7",7,7,0.0343681869436994,0.146282848320064
"8",8,8,0.0290624821832502,0.0776230289525844
"9",9,9,0.0014040107996106,0.00351914255853857
"10",10,10,0.126935103477495,0.028671914919814
"11",11,11,0.0288010919067176,0.0314884424776849
"12",12,12,0.0254663393893045,0.0644000072312573
"13",13,13,8.02279721679863e-05,0.116748076521122
"14",14,14,0.0167518481725462,0.0429540499068839
"15",15,15,0.014405931367973,0.0886721700330979
