"","X","V","Imp","rand"
"1",1,1,0.000193857592630959,0.011410916304149
"2",2,2,0.0187514520865668,0.0354022256123923
"3",3,3,0.0153052292963499,0.132102812672025
"4",4,4,0.0020457196820018,0.01491120315143
"5",5,5,6.01762038397218e-06,0.111819353513995
"6",6,6,0.00180356663559735,0.131233206773042
"7",7,7,0.0146738627314098,0.0120080144984376
"8",8,8,0.00542107211910993,0.0280182541514762
"9",9,9,0.00303267305348435,0.12326390632996
"10",10,10,0.000545600098276711,0.000318657619730157
"11",11,11,0.00687446698673739,0.000782286897799618
"12",12,12,0.0170676225869384,0.102837907890712
"13",13,13,0.00247532185149633,0.015203174679903
"14",14,14,0.0275786641889331,0.015334043079076
"15",15,15,0.00225534225624109,0.0152757810377247
