"","X","V","Imp","rand"
"1",1,1,0.00226069080257751,0.172698691613941
"2",2,2,0.00181665762807216,0.0438195571791783
"3",3,3,1.6276112486719e-05,0.0279121865873603
"4",4,4,0.0145215719277781,0.000382529021441679
"5",5,5,2.47947492813896e-07,0.00694608607902574
"6",6,6,0.0121525399846668,0.168018533028217
"7",7,7,0.00643863464726257,0.00778332815353142
"8",8,8,0.00129627750019332,0.00623996327198461
"9",9,9,0.000168557387802291,0.131709841661193
"10",10,10,0.00278271465862177,0.0544681604706614
"11",11,11,0.0130398460351559,1.39695661236706e-05
"12",12,12,4.38586775246401e-06,0.000796218342503464
"13",13,13,0.00271293303354955,0.0770100372716605
"14",14,14,0.00143891484971766,0.0476665829400107
"15",15,15,0.00379221551167454,0.00451582668724403
