"","X","V","Imp","rand"
"1",1,1,0.00037809734593081,0.0871212987278109
"2",2,2,0.0629393674552249,0.00748341497086388
"3",3,3,0.0182876817407348,0.0699620042857439
"4",4,4,0.00558397745684444,0.00147669004800757
"5",5,5,0.00671564984451602,0.0457505443024146
"6",6,6,0.0874976273046555,0.175372382726953
"7",7,7,0.00089115015023246,0.0236751249029354
"8",8,8,0.103901088458538,0.0597554225902728
"9",9,9,0.0735210077966082,0.0776367894833935
"10",10,10,0.134458531925486,0.0653291219544052
"11",11,11,0.0401022378352128,0.000241135980659323
"12",12,12,0.00249682462964162,0.0338535802555537
"13",13,13,0.0137273572436939,0.00155958350937158
"14",14,14,0.0091898089408194,0.0722099981499623
"15",15,15,0.00283885576754114,0.0285146324975785
