"","V1"
"1",0.472334219602097
"2",-0.495709657891741
"3",-1.25094788648
"4",1.01810487993009
"5",-0.947480092894601
"6",-1.40823252640879
"7",-0.0479640559506661
"8",0.0451166408817981
"9",0.20714059555871
"10",0.383776053265734
"11",-0.423201076736026
"12",-2.09081848493832
"13",-0.455043800450379
"14",-0.100214731250959
"15",-1.40169906847928
"16",0.244523656412731
"17",-1.59646618471673
"18",-0.778978979412782
"19",-0.0097774441102874
"20",0.641363540657479
"21",-0.612552028290936
"22",0.482351183510803
"23",0.738402834005531
"24",-0.0105133853567754
"25",1.54318954506777
"26",1.08092495414297
"27",1.08281793608365
"28",0.086480297222295
"29",0.508659401607829
"30",-0.566979776256097
"31",-0.337503159084792
"32",1.5462054749224
"33",-0.46087875889108
"34",-0.347459786236718
"35",-0.682827613654269
"36",0.427770104394446
"37",1.20547561782151
"38",2.65220389720081
"39",-0.212576776627648
"40",2.7048346997333
"41",-0.435933985939048
"42",0.0663621026558618
"43",0.473307120038736
"44",-1.12160176158393
"45",-1.69671537151319
"46",-0.0900485794796329
"47",-0.766061905630988
"48",-0.708308152921574
"49",0.719076751034124
"50",0.726073525436553
