"","X","V","Imp","rand"
"1",1,1,0.00390246090999457,0.0566889855698612
"2",2,2,0.081594789283934,0.00363414780863413
"3",3,3,0.00752187635807605,0.202452410695859
"4",4,4,0.0462263904151473,0.01127708635957
"5",5,5,0.0928089973603287,0.00180171275786715
"6",6,6,0.027488732945423,0.158027087417332
"7",7,7,0.00030592723524204,0.0161479998721826
"8",8,8,0.00197704023334568,0.0902384121976482
"9",9,9,1.78282126625461e-05,0.0395457849476164
"10",10,10,0.00874174501509863,0.0142144260855022
"11",11,11,0.000181482191353196,0.00909647941978048
"12",12,12,0.000438067492395536,0.00660409857328854
"13",13,13,0.000127208181194917,0.0258897402405642
"14",14,14,9.89716287070254e-05,0.0774132163100874
"15",15,15,0.0448930487942127,0.0369440336176047
