"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0864204392734127,TRUE,0.528302554884904,1.29479144136877,FALSE,NA
"2",2,0.0579308252022777,FALSE,NA,NA,FALSE,NA
"3",3,-0.0581427610598767,FALSE,NA,NA,FALSE,NA
"4",4,-0.0500594976403173,FALSE,NA,NA,FALSE,NA
"5",5,0.0245097617204205,FALSE,NA,NA,FALSE,NA
"6",6,0.0117016189512916,FALSE,NA,NA,FALSE,NA
"7",7,-0.101449925626895,FALSE,NA,NA,FALSE,NA
"8",8,-0.0279339806933336,FALSE,NA,NA,FALSE,NA
"9",9,0.0469093073178505,FALSE,NA,NA,FALSE,NA
"10",10,-0.0122775409957441,FALSE,NA,NA,FALSE,NA
"11",11,0.0615751200685431,FALSE,NA,NA,FALSE,NA
"12",12,0.115617463159347,TRUE,0.532311279985192,0.612274947110564,FALSE,NA
"13",13,-0.0500616568498646,FALSE,NA,NA,FALSE,NA
"14",14,-0.0139646566531533,TRUE,0.00578238676563931,0.350740601308644,FALSE,NA
"15",15,0.0621538425026326,FALSE,NA,NA,FALSE,NA
"16",9,0.0893086751292897,FALSE,NA,NA,TRUE,15
