"","X","V","Imp","rand"
"1",1,1,0.00746849232420961,0.00757034292676369
"2",2,2,0.00335598050861685,0.00578939925901943
"3",3,3,0.00338058066366591,0.0342215944157211
"4",4,4,0.00250595330400093,0.213200207830326
"5",5,5,0.00060072841959179,0.0187436035274752
"6",6,6,0.000136927886081227,0.00428617696799492
"7",7,7,0.0102920874097025,0.0122281417694574
"8",8,8,0.000780307277375534,0.0456285358224208
"9",9,9,0.0915091582423302,0.00725760479517323
"10",10,10,0.000150738012902177,0.074757399104255
"11",11,11,0.0037914954114555,0.0554249705823382
"12",12,12,0.013367397787403,0.055173239860799
"13",13,13,0.0025061694865536,9.61923514718254e-06
"14",14,14,0.000195011635440459,0.0138638764907016
"15",15,15,0.0931717752671318,0.201803142769573
