"","X","V","Imp","rand"
"1",1,1,0.0178097168929327,0.0367059553885446
"2",2,2,0.100994526923568,0.0170722962777932
"3",3,3,0.0103126559220494,0.148963027105681
"4",4,4,0.000256265832477512,0.00219810131691914
"5",5,5,0.140522327436183,0.110339537478143
"6",6,6,0.0408892531112688,0.0353605931643118
"7",7,7,0.00103673319742088,0.176938554456187
"8",8,8,0.031043118986586,0.0401559639136855
"9",9,9,0.000655297671376262,0.00178991565815412
"10",10,10,0.0250354345839391,0.0335576595785627
"11",11,11,0.0205346215811836,0.0114386061257377
"12",12,12,0.0100778614160862,0.111968915529234
"13",13,13,0.00192673258734815,0.0193317577830594
"14",14,14,0.000439878519711171,0.000596760260486726
"15",15,15,0.16095942284277,0.00356989206552547
