"","X","V","Imp","rand"
"1",1,1,0.0330885566098065,0.0123626892697264
"2",2,2,0.22354817065975,0.0882821697162039
"3",3,3,0.0101390621932748,0.0170290354659003
"4",4,4,0.13403960274415,0.0109468803868164
"5",5,5,0.0138385232182786,0.0112248449139637
"6",6,6,0.175499069150337,0.000764865549274409
"7",7,7,0.000450931378028153,0.0698510356238627
"8",8,8,0.136041407973218,0.09473323889508
"9",9,9,6.41726284226433e-05,0.0440507557032539
"10",10,10,0.00244726314725552,0.0198653947522084
"11",11,11,0.00919874885002311,0.0160995144016267
"12",12,12,0.00731678184144523,0.306538381844285
"13",13,13,0.000199524390233938,5.28092131408624e-05
"14",14,14,0.046443717047478,0.00144875173677102
"15",15,15,0.0182629319184306,0.0567460237970986
