"","V1"
"1",-0.0902393807887573
"2",-0.3167981511563
"3",-0.0218941272444988
"4",0.432553429454608
"5",0.33986898544939
"6",0.47374255116269
"7",0.849964376922921
"8",-0.299660106342178
"9",-0.197672613786374
"10",-0.00703714555545979
"11",-0.33613248459083
"12",-0.708021987213147
"13",-0.974047699276557
"14",0.341299527101126
"15",0.854037155943861
"16",0.868851969944513
"17",0.0521054705321918
"18",-0.197047034775857
"19",-0.430252205790273
"20",-0.526647403087185
"21",-0.698363589701855
"22",-0.42798058827577
"23",-0.184544104285827
"24",-0.297668807192454
"25",-0.112094098950214
"26",-0.194540308114986
"27",-0.110866951711758
"28",0.574091524000446
"29",0.625344387779863
"30",0.719649409548673
