"","X","V","Imp","rand"
"1",1,1,0.000447191889951426,0.00147885661823516
"2",2,2,0.00223958033808124,0.0143048016041886
"3",3,3,0.0282505794510324,0.0135251107396336
"4",4,4,0.0973363121606848,0.134423462327224
"5",5,5,0.00258337091060901,0.00258302705558327
"6",6,6,0.0564814672174316,0.128919085045641
"7",7,7,0.011986072481334,0.035105596595095
"8",8,8,0.00116394025067179,0.168549228946324
"9",9,9,0.00244762756951654,0.00596562790251549
"10",10,10,0.0545911388572775,0.00536243840628888
"11",11,11,0.0106744017366113,3.77220198798002e-05
"12",12,12,0.0977153528223857,0.0145579811391553
"13",13,13,0.0596727935881374,0.0611113224125903
"14",14,14,0.00202076067930848,0.143309710917078
"15",15,15,0.0066962497297799,0.020762433583982
