"","X","V","Imp","rand"
"1",1,1,0.0220687621957714,0.000373640371519585
"2",2,2,0.0596467081615084,0.000112020459942319
"3",3,3,0.000476455718449708,0.0862387320630345
"4",4,4,0.0230074869999905,0.0500333681329994
"5",5,5,0.00683387269568054,0.0776827799775077
"6",6,6,0.00805402010703354,0.0295125670090075
"7",7,7,0.00062391497520093,0.0162693112957812
"8",8,8,0.00077863908361148,0.0324110777183196
"9",9,9,0.377878180166666,0.00633068297396646
"10",10,10,0.000238518422873996,0.000531902336547349
"11",11,11,0.0434131104970901,0.175407493612373
"12",12,12,0.184017988863526,0.156600249342855
"13",13,13,0.191850052846641,0.0447036153091981
"14",14,14,0.000664215333967421,0.000169556021357564
"15",15,15,0.00269639386463412,0.0735257801056549
