"","X","V","Imp","rand"
"1",1,1,0.0531667606004831,2.83821830659561e-05
"2",2,2,0.00891580851396559,0.0297405577349739
"3",3,3,0.0110620669228804,0.0338913077709662
"4",4,4,0.00496043438925857,0.0183586127781028
"5",5,5,1.76225066103116e-05,0.0730039158615353
"6",6,6,0.119996451308383,0.124794891580072
"7",7,7,0.0102167417471909,0.106373105655886
"8",8,8,0.00754563084195579,0.0472600923261967
"9",9,9,0.00869544664612496,0.0345644145521977
"10",10,10,0.00584632239295296,0.0325919467428027
"11",11,11,0.00608169598099881,0.248323952531627
"12",12,12,0.00219341202820994,0.000198452019579681
"13",13,13,0.00457011439548042,8.47055574518586e-05
"14",14,14,0.0114286235578299,5.76464272721992e-06
"15",15,15,0.00275914066691354,0.000776118345270892
