"","V1"
"1",0.375573818828204
"2",-1.28637950102086
"3",0.298988710225598
"4",-1.17777559430563
"5",-0.847240170312748
"6",-0.0279570907337629
"7",-0.189182742849069
"8",-2.75497094988066
"9",-0.361722227386504
"10",-0.756875595638146
"11",1.09673319621515
"12",0.457159630120253
"13",0.889993618110878
"14",-0.891553598615867
"15",1.19965298975106
"16",2.51092664254835
"17",0.0786762540163485
"18",0.255268635764614
"19",-0.347557939296245
"20",1.64396921519846
"21",-0.264115390300089
"22",-0.795629861229815
"23",0.700709568632326
"24",0.291211386025437
"25",0.66004968928288
"26",-0.270282958029844
"27",-0.325344275243538
"28",0.717680643224556
"29",-0.0887425016198674
"30",-0.79126360148147
