"","X","V","Imp","rand"
"1",1,1,0.0248775501872185,0.00181130284666503
"2",2,2,0.00180578457449031,0.039893953887109
"3",3,3,0.0290501763993306,0.0385478580385649
"4",4,4,0.0338440796147334,0.134268309587146
"5",5,5,0.00290401075472982,0.019832563304537
"6",6,6,0.0502477709157647,0.0522712795968695
"7",7,7,0.0132189919786326,0.0867903824362169
"8",8,8,0.0177215213726861,0.0421213360716854
"9",9,9,0.0131696556763581,0.094330298582401
"10",10,10,0.00643555477782801,0.0500252407368334
"11",11,11,0.0142186319133701,1.62153705635378e-05
"12",12,12,0.0296548313806927,0.11348856886463
"13",13,13,4.5147959346822e-07,0.0285916314767573
"14",14,14,0.00457750313242369,0.0475302665743972
"15",15,15,0.00822466016299487,0.000471816903729639
