"","X","V","Imp","rand"
"1",1,1,0.00140440695194841,0.00100869655946565
"2",2,2,0.00169378176572417,0.0785878468636084
"3",3,3,0.000690017004557117,0.242074245554591
"4",4,4,0.00108751309200878,0.106859639418967
"5",5,5,0.0056347196433949,0.000223388061505712
"6",6,6,0.0154415494981526,0.00483171092930654
"7",7,7,0.000389005103150628,0.0804733982043297
"8",8,8,0.0642514265003625,0.00999172174708185
"9",9,9,2.29551070173695e-05,0.0644326263731078
"10",10,10,0.000235645254199606,0.0221304994097732
"11",11,11,0.0830933369524449,0.0568794294731391
"12",12,12,0.000559436017421526,0.0752495850199556
"13",13,13,0.0917097269119614,0.00683450778229753
"14",14,14,0.0117126474268744,0.000284541374326798
"15",15,15,0.0637969960531521,2.49233685285119e-05
