"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.199139936650789,FALSE,NA,NA,FALSE,NA
"2",2,0.000653694589962577,FALSE,NA,NA,FALSE,NA
"3",3,-0.370666990390517,TRUE,0.114238137149323,1.1775584229816,FALSE,NA
"4",4,0.010535221911752,FALSE,NA,NA,FALSE,NA
"5",5,0.0442220153276647,FALSE,NA,NA,FALSE,NA
"6",6,-0.225354903487005,FALSE,NA,NA,FALSE,NA
"7",7,0.21895623916767,FALSE,NA,NA,FALSE,NA
"8",8,0.204149601710684,FALSE,NA,NA,FALSE,NA
"9",9,0.162206002954811,FALSE,NA,NA,FALSE,NA
"10",10,-0.464280203059992,FALSE,NA,NA,FALSE,NA
"11",4,-0.0333311997977909,FALSE,NA,NA,TRUE,7
