"","V1","V2","V3","V4","V5"
"1",-0.402466175396464,-2.14614088156357,-1.67558469207185,-0.379518923512023,0.836640144071596
"2",-1.22062661969303,1.0564930775198,0.694664522486937,1.16522976874052,-0.593706450726289
"3",-0.578967054530465,-0.229831758501372,-0.949414407421492,-0.125325793829934,-0.44609874979921
"4",0.49933189105689,0.595076834505138,-1.08290252446684,0.761437729416504,0.888498942403994
"5",0.945159317296535,0.816669582922317,0.409216951482593,-1.31396436171512,0.643097858905461
"6",-0.417530884547331,-0.710534175980991,-0.0566606684409939,-0.823161144300165,-1.55512803241182
"7",-0.127335639679031,0.517511140305012,1.37834759632214,0.170595681927917,0.848711928768686
"8",-0.960864873876667,0.0113383745309825,0.133151676480197,2.47938083215673,0.889839960432846
"9",-0.441528026241275,1.07911385469562,-0.447201239224903,-0.715275479743583,1.20630503145168
"10",-0.543110839244694,-0.762837242304634,0.434446140724842,0.0521925749964575,0.568620058747354
"11",-0.131645575402759,-0.924390402709308,-1.0912745077674,-0.796067961291912,1.27449542114071
"12",1.86520140342102,-0.693398775977362,1.83505871620936,0.251877417026621,1.39365758262613
"13",0.561866976466685,-0.237790848676708,1.36143078580561,1.10946129335552,-1.76103690061756
"14",-0.170138121719768,0.0974704892014863,-0.0430521197137511,-0.485138170697109,-0.0917525969342513
"15",0.242502640653438,0.441922390366135,0.906110140752287,0.524028614018922,0.389582341002286
"16",-1.10721228372813,0.805688817962002,0.296543464355233,-0.143286783381481,1.39499028687124
"17",0.713736740485558,-1.01009867784851,-0.783187361894097,1.10262073498774,-1.15354258495056
"18",1.22133128381019,-0.481036051801854,-1.12488352786973,0.717741408078272,-0.672312570440403
"19",1.10523209556343,0.352269228259486,-1.23004962195783,0.643206260160939,-0.291772921262679
"20",-0.137697591419823,0.777369938261533,1.01649703244791,0.0747840913460593,-2.00200113268615
"21",0.516371458443619,0.717125607000817,0.275106556542334,-2.86029707795552,1.33656536488638
"22",0.122814807341693,-0.0806071924742034,-0.800530263908104,0.615954067995912,0.718085965327762
"23",-0.528204588490224,1.05949634042794,0.703665779664572,-0.504932021281754,-0.0465940342035016
"24",0.942931654798111,1.52034426502872,0.21619321566001,0.153477269343811,0.469473650505484
"25",-0.906760424899466,0.340014198556179,1.31776930409839,-0.722626354682342,0.245864018780253
"26",0.399361687216285,0.140950268560553,1.67557209090176,0.290057464150223,-0.104533478445235
"27",2.40986224010383,-0.232915494335766,0.13375439749493,0.596005807962887,-0.254613990545054
"28",-0.150982008360083,-0.493940443810614,0.3463709450824,0.535875181952382,0.938438606932775
"29",-2.94492204901716,1.46843656118209,0.320592621685227,-0.0370057799242925,0.697471009576561
"30",-1.18992133276477,-1.12658426602294,-0.0237248869986789,0.364278509294902,-1.3987888811975
"31",-1.50699473479223,0.360176564323765,1.48829982056333,0.701383317932025,0.679095066245949
"32",-0.458837796529755,-1.08630732229258,0.304515151408281,-0.246717370016639,2.46438043100019
"33",-0.00127880877139882,-0.241875059794276,-2.15635965670446,-1.76076492859786,0.942965395995478
"34",0.514593740742037,0.0216096247978398,0.394790000799174,-1.13590173286727,0.217835206468635
"35",0.00437743354430186,-0.14338077040913,1.14102557651019,-2.68578489780954,0.661523075771829
"36",-1.13466868941006,-0.105878310269438,0.165955822843571,0.588763824429896,-0.235441052322415
"37",0.766785895859135,1.10149874656212,0.382049865874867,-0.51857830689695,1.02855499067328
"38",-0.577199072843255,-0.787222435620393,-0.324972045067489,-0.521824005680271,0.68126596780395
"39",0.0945326345390348,1.20682128227201,0.354220781663152,-1.00575495485215,-1.18093596435407
"40",-0.716690157375211,0.202592143729551,-0.164254216436754,0.483393813356645,1.19892493184276
"41",0.937869765044838,0.301101310213718,-3.34027715080218,1.2890315610491,-1.94745063326643
"42",2.03395919813127,-3.60576349111934,0.0337767275057764,-0.975673971623728,0.282146404384364
"43",-0.191454995087573,0.818296780662193,0.334153950877768,0.977543930161168,1.17349776556539
"44",0.174721014751952,0.302569844428454,-0.312457405119235,0.0594771545358533,-0.845852440824962
"45",-0.485929802401074,1.19874943080866,1.10321568748146,-0.635220379251145,-1.51270536337172
