"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0696819709293424,FALSE,NA,NA,FALSE,NA
"2",2,0.17160547677671,FALSE,NA,NA,FALSE,NA
"3",3,-0.0200514143078322,FALSE,NA,NA,FALSE,NA
"4",4,-0.0691601857482082,FALSE,NA,NA,FALSE,NA
"5",5,-0.164072201895937,FALSE,NA,NA,FALSE,NA
"6",6,0.192109162652048,FALSE,NA,NA,FALSE,NA
"7",7,0.0286872790615336,TRUE,1.63437357588437,1.26103806491466,FALSE,NA
"8",8,0.0451884277339049,TRUE,1.61693676391433,2.21221001992438,FALSE,NA
"9",9,0.263010387321711,TRUE,-0.0383313980961716,0.903979770797205,FALSE,NA
"10",10,0.269426697626702,FALSE,NA,NA,FALSE,NA
"11",3,0.0442944891799488,FALSE,NA,NA,TRUE,4
