"","X","V","Imp","rand"
"1",1,1,5.77187984848318e-08,0.125164813382072
"2",2,2,2.26233234274911e-05,0.0552661162998291
"3",3,3,0.0224346223809085,0.195490380813306
"4",4,4,0.00756009608635459,0.010342135081382
"5",5,5,0.0603079784131761,0.0154442487874626
"6",6,6,0.000214340859022306,0.00876614580668597
"7",7,7,0.00315525528545569,0.0349641962800948
"8",8,8,0.00295629551954005,0.00127893203085386
"9",9,9,0.0605817806357391,0.121496771874731
"10",10,10,0.0106483949993216,0.00290862863492052
"11",11,11,0.00514537261840777,0.0144014917326724
"12",12,12,0.00101557138828247,0.00113132082804811
"13",13,13,7.88362191047595e-05,0.000684872820973294
"14",14,14,5.49061158748424e-05,0.0210090922690466
"15",15,15,8.50229761626597e-05,0.141580822571535
