"","X","V","Imp","rand"
"1",1,1,0.001054018264759,0.00324264701485324
"2",2,2,0.0223414475138895,0.100828955143033
"3",3,3,0.000608834987153615,0.0372702950416698
"4",4,4,0.000377240495852604,0.0641137661923127
"5",5,5,0.000309305039092898,0.00821575545058586
"6",6,6,0.271100801056214,0.0244635175234785
"7",7,7,0.00265865039066497,0.0687902092541383
"8",8,8,7.989832473123e-05,0.107750884578865
"9",9,9,6.4265173317784e-06,0.0827320155334345
"10",10,10,0.162528759768373,0.00544986739868753
"11",11,11,0.0268617682477026,0.00474852181521905
"12",12,12,0.0566049370335658,0.0133436322056677
"13",13,13,0.00218704472793365,0.0587852449912656
"14",14,14,0.000842109381486393,0.152998870509364
"15",15,15,0.0149314585081806,0.0172309885989287
