"","X","V","Imp","rand"
"1",1,1,0.000815002271229221,2.45989961246313e-05
"2",2,2,0.000184757871217717,0.0761967115912642
"3",3,3,0.00708596609329002,0.0692850886898618
"4",4,4,0.00776208782668164,0.0732209355523107
"5",5,5,0.000244866601148695,0.0537634730884006
"6",6,6,0.000105862544353941,0.00051593093288447
"7",7,7,0.000949905957292228,0.0160193643030855
"8",8,8,0.00251266114993592,0.00316143423747316
"9",9,9,0.0154421937540947,0.0271168334252747
"10",10,10,0.0117137633130669,0.0605588921887858
"11",11,11,0.00627114853686447,0.00331542279316001
"12",12,12,0.0042506281753778,0.144068726378036
"13",13,13,5.9613748952249e-05,0.173997650861307
"14",14,14,0.00307092822529109,0.00111671898468691
"15",15,15,0.00206236794772039,0.0476191713980603
