"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0335062512776835,TRUE,0.745228395434539,1.97669944158735,FALSE,NA
"2",2,0.0573039080277223,FALSE,NA,NA,FALSE,NA
"3",3,-0.148898075207866,FALSE,NA,NA,FALSE,NA
"4",4,0.0146262385196918,FALSE,NA,NA,FALSE,NA
"5",5,0.049652070902935,FALSE,NA,NA,FALSE,NA
"6",6,-0.0515001085779595,FALSE,NA,NA,FALSE,NA
"7",7,-0.0359207402061195,FALSE,NA,NA,FALSE,NA
"8",8,-0.0175438901826876,FALSE,NA,NA,FALSE,NA
"9",9,0.140767029831272,FALSE,NA,NA,FALSE,NA
"10",10,0.0869025077969369,FALSE,NA,NA,FALSE,NA
"11",3,0.0407470494759372,FALSE,NA,NA,TRUE,5
