"","X","V","Imp","rand"
"1",1,1,0.0131145197781804,0.00543830034436472
"2",2,2,0.0319354831284712,0.000337146971396755
"3",3,3,0.0379583066449529,0.0301174034726694
"4",4,4,0.000123945843529975,0.0063881907633511
"5",5,5,0.0515303233701061,0.00561386058409118
"6",6,6,0.000551840362421846,0.000421523849558756
"7",7,7,0.00145168048056069,0.085246925369524
"8",8,8,0.000237327212401089,0.158382359729062
"9",9,9,0.0135581564324605,0.0327018032703748
"10",10,10,0.00108382916375516,0.255483595306474
"11",11,11,0.0188208564385618,0.00901894713552395
"12",12,12,0.00439045999509806,6.10202144135739e-08
"13",13,13,0.327086372546852,0.0661320697034897
"14",14,14,0.0524297201020287,0.0657411167311472
"15",15,15,0.00822362828088427,0.0287504314429819
