"","V1"
"1",0.415130141978937
"2",1.94804268064074
"3",-0.468003150052409
"4",0.102102932992276
"5",-0.345231355104182
"6",-0.547321117241374
"7",-0.973260881672154
"8",-0.806192827778309
"9",0.329823705015508
"10",-0.683599165023646
"11",1.19860750285125
"12",1.12370162419059
"13",-1.3010149417613
"14",-0.230855800431802
"15",0.335539758285121
"16",-0.275828932128768
"17",-0.373437930712729
"18",-0.497192763914158
"19",-0.947333264663751
"20",0.157240140987186
"21",0.492991347569818
"22",-1.20900544371988
"23",-0.323795805913631
"24",-0.829299817787051
"25",-1.17751532418658
"26",0.121327275953475
"27",2.93662520997578
"28",0.548683163414815
"29",-0.854668368000508
"30",0.172223898573093
"31",-1.16928505107299
"32",0.321361228481418
"33",-1.46992341865341
"34",-0.75293523287659
"35",-2.04489615352457
"36",0.218065015402564
"37",-1.24713243078213
"38",-0.051496130879256
"39",-0.154582998390111
"40",1.68286308445538
"41",0.875664347231157
"42",0.576133411645607
"43",1.15672359375072
"44",1.26043333301975
"45",0.448423621050431
"46",1.48280656811769
"47",1.12264405511531
"48",0.724939788097431
"49",0.237286626964141
"50",-1.25557574948892
