"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0319059994310384,FALSE,NA,NA,FALSE,NA
"2",2,-0.0367094067014882,FALSE,NA,NA,FALSE,NA
"3",3,0.0176846215429757,FALSE,NA,NA,FALSE,NA
"4",4,-0.0571871632858864,TRUE,1.23183621298974,1.08639207360606,FALSE,NA
"5",5,-0.00646298865969979,FALSE,NA,NA,FALSE,NA
"6",6,0.00996098354456452,FALSE,NA,NA,FALSE,NA
"7",7,0.00680394373924771,FALSE,NA,NA,FALSE,NA
"8",8,0.117992892147738,FALSE,NA,NA,FALSE,NA
"9",9,-0.0613142784220332,FALSE,NA,NA,FALSE,NA
"10",10,0.0263450051303216,FALSE,NA,NA,FALSE,NA
"11",11,-0.123100141844056,FALSE,NA,NA,FALSE,NA
"12",12,-0.0301107455565532,TRUE,-0.12831657306415,0.858701065140677,FALSE,NA
"13",13,0.0551676482777283,FALSE,NA,NA,FALSE,NA
"14",14,0.106208808117288,FALSE,NA,NA,FALSE,NA
"15",15,0.0415414508558868,TRUE,0.135039989882153,1.21738956491919,FALSE,NA
"16",4,0.0769744324811406,FALSE,NA,NA,TRUE,5
