"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0303748426067879,FALSE,NA,NA,FALSE,NA
"2",2,0.507883921743359,FALSE,NA,NA,FALSE,NA
"3",3,-0.326628886767632,FALSE,NA,NA,FALSE,NA
"4",4,0.263412158298194,TRUE,0.150840478133901,0.0127747757360339,FALSE,NA
"5",5,-0.0228355644632388,FALSE,NA,NA,FALSE,NA
"6",6,0.168146436452405,FALSE,NA,NA,FALSE,NA
"7",7,-0.253177836510826,FALSE,NA,NA,FALSE,NA
"8",8,0.0987898743307095,FALSE,NA,NA,FALSE,NA
"9",9,-0.12763155240533,FALSE,NA,NA,FALSE,NA
"10",10,0.0928148916840833,FALSE,NA,NA,FALSE,NA
