"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0389092979641266,FALSE,NA,NA,FALSE,NA
"2",2,-0.0558948438847292,FALSE,NA,NA,FALSE,NA
"3",3,0.0167698402959636,FALSE,NA,NA,FALSE,NA
"4",4,0.021316014586205,FALSE,NA,NA,FALSE,NA
"5",5,0.0155967358683408,FALSE,NA,NA,FALSE,NA
"6",6,0.184813557858539,FALSE,NA,NA,FALSE,NA
"7",7,-0.214257425842632,FALSE,NA,NA,FALSE,NA
"8",8,0.0615793505903084,FALSE,NA,NA,FALSE,NA
"9",9,-0.134832955648378,FALSE,NA,NA,FALSE,NA
"10",10,0.0910855517201243,FALSE,NA,NA,FALSE,NA
"11",11,-0.00906085806708066,FALSE,NA,NA,FALSE,NA
"12",12,-0.233558099515496,TRUE,-0.721014030053045,1.31697042282195,FALSE,NA
"13",13,0.0519088345150601,FALSE,NA,NA,FALSE,NA
"14",14,-0.193652470459246,FALSE,NA,NA,FALSE,NA
"15",15,-0.153879983197418,FALSE,NA,NA,FALSE,NA
"16",1,0.117609558590326,FALSE,NA,NA,TRUE,6
"17",8,0.0412868623696444,FALSE,NA,NA,TRUE,9
