"","X","V","Imp","rand"
"1",1,1,2.31058395933245e-06,0.0397958239175278
"2",2,2,0.0884575890461672,0.0554390916805731
"3",3,3,0.00031932589821937,0.322183382044903
"4",4,4,0.0992191365590235,0.000352100003793395
"5",5,5,0.000822057095900157,0.00177023571799895
"6",6,6,0.00262699408862244,0.00453693259700207
"7",7,7,0.0138921892522308,0.0907435542333515
"8",8,8,0.00299000227840678,0.0621356095148554
"9",9,9,0.088322452335401,0.00644677734622961
"10",10,10,0.00077383329310497,0.00541399844638715
"11",11,11,0.101810317196936,0.00979887622404038
"12",12,12,0.00211864973903677,0.148219239206015
"13",13,13,0.00402046605865717,9.00069713881122e-05
"14",14,14,0.00166940507996627,0.00282577077071728
"15",15,15,3.46922385379694e-06,6.47319290985927e-06
