"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0582988903288253,FALSE,NA,NA,FALSE,NA
"2",2,-0.0697538985315138,TRUE,1.14902305306243,0.727195969740761,FALSE,NA
"3",3,-0.00470379000435547,FALSE,NA,NA,FALSE,NA
"4",4,0.0336784061804302,FALSE,NA,NA,FALSE,NA
"5",5,0.0650377064305626,FALSE,NA,NA,FALSE,NA
"6",6,-0.11814940962381,FALSE,NA,NA,FALSE,NA
"7",7,-0.0613856348063547,FALSE,NA,NA,FALSE,NA
"8",8,0.0775947079385838,TRUE,-0.0284176020897824,0.0678890175186098,FALSE,NA
"9",9,-0.00352764315781187,TRUE,-1.01334936331044,4.30190755774207,FALSE,NA
"10",10,0.0444676219635799,FALSE,NA,NA,FALSE,NA
"11",11,0.0150866054158629,FALSE,NA,NA,FALSE,NA
"12",12,0.00811153598089868,FALSE,NA,NA,FALSE,NA
"13",13,0.0823359293654776,FALSE,NA,NA,FALSE,NA
"14",14,0.026317989211029,FALSE,NA,NA,FALSE,NA
"15",15,0.00580134399875375,FALSE,NA,NA,FALSE,NA
"16",8,0.123706112496124,FALSE,NA,NA,TRUE,14
