"","X","V","Imp","rand"
"1",1,1,0.110406974309485,0.0852458759053512
"2",2,2,8.39941489187047e-05,0.000432779104098206
"3",3,3,0.0414622282241432,0.234394842978582
"4",4,4,0.0275086860899355,0.000170828131133521
"5",5,5,0.376605346741544,0.0420411341537822
"6",6,6,0.160573494671265,0.00716294080220011
"7",7,7,0.0169371471451199,0.11122777073107
"8",8,8,0.405557468084339,0.00158165891477402
"9",9,9,0.00390247384609421,0.000207815312197748
"10",10,10,0.00638818607648923,0.000149632655994745
"11",11,11,0.00442182914524119,0.0716017284070402
"12",12,12,0.000143605863011696,0.0049724243221062
"13",13,13,0.0486889216697187,0.0807385387342905
"14",14,14,0.010189520223283,0.0918370279965329
"15",15,15,0.0224693578754104,0.018231031145472
