"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0877084579577756,TRUE,0.278075363781963,0.9984131976542,FALSE,NA
"2",2,-0.49817992411862,FALSE,NA,NA,FALSE,NA
"3",3,-0.352942099038686,FALSE,NA,NA,FALSE,NA
"4",4,-0.209491528262343,TRUE,0.0316294019686702,0.435741285793483,FALSE,NA
"5",5,-0.123838334208045,FALSE,NA,NA,FALSE,NA
"6",6,0.106909901177783,FALSE,NA,NA,FALSE,NA
"7",7,-0.210136257314344,FALSE,NA,NA,FALSE,NA
"8",8,-0.118954931906162,TRUE,-1.05498171665975,0.0532914334908128,FALSE,NA
"9",9,0.21723761322755,FALSE,NA,NA,FALSE,NA
"10",10,-0.0768166096805768,FALSE,NA,NA,FALSE,NA
