"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.197958038969575,0.0451009152112009,0.881156198128458,-0.747890625758947,-0.0503264778286949,0.400821602407461,-0.157373201928745,0.313457643056821,0.0556303016473221,-1.20295110576754
"2",1.08722811835466,0.41131946171447,2.01049321320514,-1.62202720346102,-0.501673987604278,1.2864516480996,-0.198278991363278,-0.308878676060013,1.48349058811863,-0.318420255439175
"3",1.08534370521333,0.0385487396044182,1.64952642574837,-0.312113482751574,-0.755527229116516,0.504738142191239,0.763159463859705,0.80854695458014,1.98827091850501,0.395430970821038
"4",0.661790012082985,-0.16749880962262,1.34268484900061,0.659443697368074,-1.59208657827126,-1.64544732944532,0.812959409151078,0.846816454832879,0.324195484298763,0.351703238455896
"5",-0.220523506971836,0.20652741521978,0.304670599163159,-0.149349882052956,-1.57029245732334,-1.32890725123286,1.25671524715878,0.769050104229797,0.604401630366186,-0.196097955420299
"6",-0.748897624487949,0.201322190814881,-0.246274218007152,0.378058531923806,-1.10024200303134,-0.554568233672074,1.4610641965148,-0.875427649405024,-0.683566727197058,0.725066128689193
"7",-0.394357653455351,-0.216675539048435,0.0171809122438197,-1.35676114812974,-0.247988183579359,0.539830763987496,1.72248990379481,0.254878597610892,-1.25122783376678,-0.0388233573293935
"8",0.176946573505019,-1.43016530764444,-0.668103770405139,-1.87999934082706,1.5806649677004,0.545099181676075,1.53754295717401,0.95877433194481,-0.449372984934981,-0.609236113496178
"9",-0.896220340074751,-1.71670569185412,-2.1570706959553,-1.63587235977828,2.18699760929847,0.263197077815954,1.8262640373431,0.770884800831232,0.535685242596389,-1.3878055780823
"10",-1.26554769357802,-1.87217803374719,-1.55589491115926,-0.784986033056762,2.04970229543357,-0.439060351026164,1.1737700315893,-0.333222485565655,0.702689218185196,-1.38959417864866
"11",-1.37910583917091,-1.15681973358932,-1.57901200800582,0.330343338321667,1.36505338441684,-1.18197019675269,0.777990015231908,0.456187239346612,-0.194224029066967,-2.30004374480201
"12",-1.48834049957571,-1.71025771606517,-1.16653961540245,0.803467757180094,0.540951117793958,-2.26849491810195,0.49751887438974,-0.0299854939658246,-0.677551911668527,-0.768793889944273
"13",-1.60238079985914,-1.76783674371152,-0.755573019694045,1.24032937696447,0.0430888439489253,-1.30697860129757,0.233159216089946,0.452333280008168,-1.43010970688006,-0.611420177584609
"14",-1.12860103942834,-0.802797278823101,0.00644338753130716,1.19544866944619,-0.698415942016101,-0.182529784462229,-0.133446273259088,0.565940653440419,-0.935006546029341,-0.381706747007951
"15",-1.01809993110152,-0.728641685233384,0.791665122086405,0.423434073503179,0.0987747020308717,-0.243724570649288,-0.869505241599936,0.647096773107775,-0.991247242855315,0.0808921028265091
"16",-0.247148459117383,-0.0287192988690037,1.14258595440621,0.353369066173199,1.11882572631075,0.0973209094069648,-0.584816957343261,1.80137834672991,-0.00319627168810988,0.120195435130528
"17",-0.0727899563118677,0.459197569418449,0.00534293424648447,1.03726668450737,0.962708622385126,-0.471592050106137,-0.383337083528641,0.762314602082076,0.257339028650888,1.71832157874757
"18",-0.397339566027815,0.363894317234684,0.0405514316771344,1.54811298163302,-0.0650126546431689,-0.0559100543019895,-0.306449040562774,1.29879255616309,-0.0259083763571388,1.2558352299386
"19",-1.20037886323636,1.08837083169447,0.311840207868187,1.72228424977818,0.551567626181367,1.09778074072289,-0.642517021290191,1.05536776764311,0.418529353359618,1.61100858496953
"20",-0.151962134065879,0.616196193909619,-0.00548655432121265,0.832333917686977,0.822855630134355,0.12635579083323,-0.52583198536712,-0.34259010136476,0.52871910315422,1.87952202462217
"21",0.293150640817171,0.993593315711718,0.84400847244731,0.921165145770161,-0.125807481126387,0.977809549610661,-0.675551145579181,-0.564492803400054,0.578731504557024,1.27204895924063
"22",1.36230544219094,0.347473019981018,0.58889478387258,0.93503880642407,-0.644476304195862,1.81672362786228,-0.646319859674305,0.04149271568948,1.71529939398009,0.374716354642353
"23",1.54552287289976,1.29247478316001,-0.540400214157798,0.0690949149685199,-0.631096167423407,1.68314564175401,-1.14818849178084,-0.791185679191043,0.957646318558065,-0.297671785656224
"24",1.53579162101239,0.104728237371881,-0.67146551438137,-0.562230375776918,-0.564021110111112,0.408788222153102,-1.47900650376579,-0.739234153096376,1.63992939514754,-0.94983030535444
"25",1.48174101998317,0.950986998872222,-0.579773871976471,-1.36376118903958,-1.27974943015052,1.37635010650976,-1.56745225411544,-0.994746444587494,0.0206445436134674,0.453980174278633
"26",1.54228995562985,1.45713403401832,-0.876719068669332,-0.15218418098835,-0.485474081048135,0.632617325245728,-1.42974737827151,-1.6328185968118,-0.466134900298861,0.465353668574816
"27",0.560970415258283,1.09274185305412,-0.979029555521312,-0.122623756511575,-0.915713084598721,-0.0801131558335542,-1.11381164092101,-2.20478249505479,-0.5397694777056,1.15005444090471
"28",0.239336897682229,1.54060662423073,0.057664741604136,-0.150647830571097,-0.432569869347812,-0.938880243638424,-0.659056039155983,-2.46995905468896,-0.570115854305501,-0.281361202702182
"29",-0.301721169636866,0.540083186951473,0.715888888752267,-0.685581262898047,0.667583770224204,-1.0284972444978,-0.171319752362186,-0.61019950499417,-1.43544572980636,-0.340197704422603
"30",0.743039762500334,-0.152003849965179,1.0707448956751,-0.923162540047078,-0.328301254442814,-0.0303563452584046,0.629375509572109,0.0942103168887548,-2.15832443217782,-0.780174790184339
