"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0362266293770638,FALSE,NA,NA,FALSE,NA
"2",2,-0.109126058131911,FALSE,NA,NA,FALSE,NA
"3",3,0.0388392419208516,FALSE,NA,NA,FALSE,NA
"4",4,-0.15789482005599,FALSE,NA,NA,FALSE,NA
"5",5,0.0821734414618101,TRUE,-0.876699871175834,0.382017300867358,FALSE,NA
"6",6,-0.0147529016374169,FALSE,NA,NA,FALSE,NA
"7",7,0.0580631279568952,FALSE,NA,NA,FALSE,NA
"8",8,-0.211765723338841,FALSE,NA,NA,FALSE,NA
"9",9,-0.0803286854285877,FALSE,NA,NA,FALSE,NA
"10",10,-0.305619351080353,FALSE,NA,NA,FALSE,NA
"11",11,-0.137730006796955,FALSE,NA,NA,FALSE,NA
"12",12,-0.0172905890997853,FALSE,NA,NA,FALSE,NA
"13",13,0.161994688543399,FALSE,NA,NA,FALSE,NA
"14",14,0.0335222764565722,FALSE,NA,NA,FALSE,NA
"15",15,-0.0846020511394042,FALSE,NA,NA,FALSE,NA
"16",6,0.0156162194263836,FALSE,NA,NA,TRUE,10
"17",4,-0.0355766160554062,FALSE,NA,NA,TRUE,6
