"","X","V","Imp","rand"
"1",1,1,0.214961361980864,0.0204896950104405
"2",2,2,0.262767614647066,0.0447954488209067
"3",3,3,0.0103075434900222,0.133741927403499
"4",4,4,0.0104610724140553,0.00147510928754543
"5",5,5,0.00321841049411145,0.0104979606919099
"6",6,6,0.231353208646056,0.0273502602103138
"7",7,7,0.000156154458734545,0.018105459711439
"8",8,8,0.0136508284361764,0.0167131897476306
"9",9,9,0.000690228366941438,0.11930061281329
"10",10,10,0.0131066266520265,2.31197125422164e-07
"11",11,11,0.0207056565450625,0.00855106409394405
"12",12,12,0.00183833188726583,0.0345748676578992
"13",13,13,0.00540606414239908,0.0377727568798744
"14",14,14,0.216177688780806,0.0222635915355414
"15",15,15,0.00865963097280754,0.25432562194343
