"","X","V","Imp","rand"
"1",1,1,0.00985658049461455,0.100939150862434
"2",2,2,0.0167239423087978,0.00113274379810745
"3",3,3,0.0167289021688906,0.00325980821720193
"4",4,4,0.00950682769110095,0.00581580421175585
"5",5,5,0.000692961190238415,0.00784733438241515
"6",6,6,0.00261937586841522,0.00216934294837177
"7",7,7,0.00342640608050413,0.0366475549617608
"8",8,8,0.000405327970456998,0.0746820961463162
"9",9,9,0.00982854175448778,0.00224426348187516
"10",10,10,0.00597869624514513,0.000687290008951092
"11",11,11,0.000325386639136598,0.0108363550481701
"12",12,12,0.00818310369331862,0.00619180708730722
"13",13,13,0.000677272861841534,0.263904843463249
"14",14,14,0.000947073504917187,0.133339141764656
"15",15,15,0.0097081278601098,0.100075062619039
