"","X","V","Imp","rand"
"1",1,1,8.99364459146617e-06,0.031621647174946
"2",2,2,0.00550006264475219,0.032727599167473
"3",3,3,0.00100805906484185,0.00739706559500251
"4",4,4,0.00159584915835493,0.061516800060051
"5",5,5,0.0227508880259022,0.253685496044761
"6",6,6,6.89546815429308e-05,0.00800425683050448
"7",7,7,0.00270272095409264,0.0206582609263891
"8",8,8,0.000513034028432565,2.85914466780228e-07
"9",9,9,0.00317317479358868,0.102215185359842
"10",10,10,0.00333783119460895,0.0460377837659509
"11",11,11,1.47411952199752e-05,0.151341516328677
"12",12,12,0.0128136667891819,0.00404851816944284
"13",13,13,0.0028389025250155,0.00519312493241595
"14",14,14,2.39046880776108e-05,0.0021351695465733
"15",15,15,0.00614495556194777,0.0234121858398958
