"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.018097422358923,FALSE,NA,NA,FALSE,NA
"2",2,-0.12240148502474,TRUE,0.349606462172139,0.19915522960946,FALSE,NA
"3",3,-0.0285245306865231,FALSE,NA,NA,FALSE,NA
"4",4,-0.0163188733872585,FALSE,NA,NA,FALSE,NA
"5",5,0.0216157402328323,FALSE,NA,NA,FALSE,NA
"6",6,-0.0171372246977906,FALSE,NA,NA,FALSE,NA
"7",7,-0.0230408883248397,FALSE,NA,NA,FALSE,NA
"8",8,-0.0247478489112176,FALSE,NA,NA,FALSE,NA
"9",9,-0.0381065588277411,FALSE,NA,NA,FALSE,NA
"10",10,0.0605161012374353,FALSE,NA,NA,FALSE,NA
"11",11,-0.175135887490568,FALSE,NA,NA,FALSE,NA
"12",12,0.0623327939462818,FALSE,NA,NA,FALSE,NA
"13",13,0.0589309082381113,FALSE,NA,NA,FALSE,NA
"14",14,0.0247007791903779,FALSE,NA,NA,FALSE,NA
"15",15,-0.0212113565990594,FALSE,NA,NA,FALSE,NA
