"","X","V","Imp","rand"
"1",1,1,0.0124800429979473,0.00475078663388509
"2",2,2,0.000775970410306602,0.00415283684530323
"3",3,3,0.14159807115829,0.0485796650511951
"4",4,4,0.0145076193626098,0.0200774203940325
"5",5,5,0.0255212218175648,0.102200967456443
"6",6,6,0.0166585273700284,0.112857450033531
"7",7,7,0.00767836968189104,0.0981123298622619
"8",8,8,0.0390743957866031,0.0021110881957054
"9",9,9,0.00232103798578842,0.0123560844575433
"10",10,10,0.00738200752765425,0.0595414556017655
"11",11,11,0.158254699147502,0.00892131997102432
"12",12,12,0.0101397831682502,0.0488958754033713
"13",13,13,0.000358381978540678,0.0702755388538824
"14",14,14,0.118836302745413,0.143551595570642
"15",15,15,0.00685791792766565,0.0137963620440413
