"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.111714112796671,FALSE,NA,NA,FALSE,NA
"2",2,0.0278562454452606,FALSE,NA,NA,FALSE,NA
"3",3,-0.376295191516301,FALSE,NA,NA,FALSE,NA
"4",4,-0.120447579314031,FALSE,NA,NA,FALSE,NA
"5",5,-0.159753628495771,FALSE,NA,NA,FALSE,NA
"6",6,0.129067917663641,FALSE,NA,NA,FALSE,NA
"7",7,-0.0876263070195877,FALSE,NA,NA,FALSE,NA
"8",8,0.197672445693888,FALSE,NA,NA,FALSE,NA
"9",9,0.048177152113719,TRUE,-0.414781474034964,6.0739799585558,FALSE,NA
"10",10,0.0859186099029439,FALSE,NA,NA,FALSE,NA
"11",11,0.397812391897867,FALSE,NA,NA,FALSE,NA
"12",12,0.100696490347232,FALSE,NA,NA,FALSE,NA
"13",13,-0.0189309793339034,FALSE,NA,NA,FALSE,NA
"14",14,0.344726417243317,FALSE,NA,NA,FALSE,NA
"15",15,0.0828125469217416,FALSE,NA,NA,FALSE,NA
