"","X","V","Imp","rand"
"1",1,1,3.14669886751486e-05,0.00110086813140903
"2",2,2,0.00828761654260096,0.206652163642567
"3",3,3,0.011484867095645,0.283332620674666
"4",4,4,0.0532332193595318,0.00241884384438871
"5",5,5,0.00282961650985329,0.0154743843158157
"6",6,6,0.016920647904262,0.00748275985623464
"7",7,7,0.00612577361562084,0.0585666886801067
"8",8,8,0.00208375379189527,0.0437533923922809
"9",9,9,0.00208545311540935,0.0251507982826788
"10",10,10,0.00355907251193244,0.00541927426682112
"11",11,11,0.00145040575376893,0.000730058458058406
"12",12,12,0.00398355944021003,0.0880189719713616
"13",13,13,0.0527743692960542,0.0115936081824943
"14",14,14,0.000196256764377966,0.000213226840625258
"15",15,15,0.00014620582121984,6.23737033707967e-05
