"","V1"
"1",-0.0232659627355517
"2",-0.0811981514191401
"3",0.0164834328850908
"4",-0.0599227544781429
"5",-0.0194981317865029
"6",0.0790732050485371
"7",-0.0336318453710248
"8",-0.220401520452515
"9",-0.368343111253272
"10",-0.361589910174164
"11",-0.27717712463525
"12",-0.324580503325979
"13",-0.360230000034579
"14",-0.22000229473949
"15",-0.0518804286678389
"16",0.0253886014308993
"17",-0.106658803002004
"18",-0.161966887850133
"19",-0.185317838597035
"20",-0.0851003521612262
"21",0.0416463409909499
"22",0.178230212637509
"23",0.0805323376195725
"24",0.20736789106956
"25",0.263999294698925
"26",0.260497939353878
"27",0.358509899846977
"28",0.528234697972568
"29",0.482311771217595
"30",0.418489995911788
