"","X","V","Imp","rand"
"1",1,1,0.0132455392162146,0.0294459820246592
"2",2,2,0.0114032044323173,0.0378976576562183
"3",3,3,0.0320638533806736,0.0149084424486587
"4",4,4,0.0213906568698694,0.0195054971699398
"5",5,5,0.0458325469061314,0.000548257382440362
"6",6,6,0.0144022504551342,0.0211239195213773
"7",7,7,0.0161015671131297,0.254548282592644
"8",8,8,0.000758187288967701,0.0695262290512465
"9",9,9,0.0819630477212443,0.00934559292638746
"10",10,10,0.00934277548800921,0.020975355340049
"11",11,11,0.00111234532160203,0.0483256267158823
"12",12,12,0.131956418609605,0.0620718928316907
"13",13,13,0.0772339542420296,0.159812228933293
"14",14,14,0.10565803137933,0.000642900342129929
"15",15,15,2.1600187997358e-05,0.00129780352741377
