"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.115089266294536,FALSE,NA,NA,FALSE,NA
"2",2,-0.106785787595154,FALSE,NA,NA,FALSE,NA
"3",3,0.179063824880051,TRUE,-0.00814306782413388,1.9040737710053,FALSE,NA
"4",4,-0.146255450735586,FALSE,NA,NA,FALSE,NA
"5",5,-0.214085372938301,FALSE,NA,NA,FALSE,NA
"6",6,-0.120009376530062,FALSE,NA,NA,FALSE,NA
"7",7,0.126891950545059,FALSE,NA,NA,FALSE,NA
"8",8,-0.0275352009066159,TRUE,-0.903318578464211,0.652847368270159,FALSE,NA
"9",9,-0.286291892517487,FALSE,NA,NA,FALSE,NA
"10",10,0.096658033747895,TRUE,0.170531003294564,2.32373964587662,FALSE,NA
"11",11,0.0333518413524955,FALSE,NA,NA,FALSE,NA
"12",12,-0.363258060625783,FALSE,NA,NA,FALSE,NA
"13",13,-0.27790997506752,FALSE,NA,NA,FALSE,NA
"14",14,-0.325050813534331,FALSE,NA,NA,FALSE,NA
"15",15,0.00464760024070035,FALSE,NA,NA,FALSE,NA
