"","X","V","Imp","rand"
"1",1,1,0.00478091451921442,0.0442919301342049
"2",2,2,0.0436350661749577,0.0238666934961276
"3",3,3,0.00772010102010019,0.00583438052412867
"4",4,4,7.59536485915087e-06,0.00302863871120316
"5",5,5,0.0557409041326426,0.0793670326974258
"6",6,6,0.0213537793795273,0.0382020803607669
"7",7,7,0.0817041190173801,0.0121127690358422
"8",8,8,1.5182460968776e-07,0.126866399558614
"9",9,9,0.0670205762259853,0.0592072565750159
"10",10,10,0.0233912040885081,0.00682906373110708
"11",11,11,0.00399938237399342,0.0312639662166512
"12",12,12,0.00487088257741721,0.000131769002426546
"13",13,13,0.00575489215900594,0.0212680893119924
"14",14,14,0.220792320835622,0.209796919430162
"15",15,15,0.0217152235510312,0.0877951667000628
