"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0549780101867822,FALSE,NA,NA,FALSE,NA
"2",2,0.0905384026080228,TRUE,1.36944350883074,0.225071021355689,FALSE,NA
"3",3,0.0692325993231379,FALSE,NA,NA,FALSE,NA
"4",4,0.124264509327926,FALSE,NA,NA,FALSE,NA
"5",5,-0.220007621337201,FALSE,NA,NA,FALSE,NA
"6",6,-0.0813736633597621,TRUE,0.424892829451031,0.306756093650576,FALSE,NA
"7",7,-0.298493858887599,TRUE,-2.02669240796245,1.7745868589882,FALSE,NA
"8",8,-0.24481443307644,FALSE,NA,NA,FALSE,NA
"9",9,-0.0813088531096272,FALSE,NA,NA,FALSE,NA
"10",10,0.0886836927551357,FALSE,NA,NA,FALSE,NA
