"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.171845154431777,0,NA,NA,FALSE,NA
"2",2,-0.0076339141741985,0,NA,NA,FALSE,NA
"3",3,0.105717321018482,0,NA,NA,FALSE,NA
"4",4,-0.0710965817346685,0,NA,NA,FALSE,NA
"5",5,0.0348965331406126,0,NA,NA,FALSE,NA
"6",6,0.0797795490772782,0,NA,NA,FALSE,NA
"7",7,-0.260721920718671,0,NA,NA,FALSE,NA
"8",8,0.0552900491479475,0,NA,NA,FALSE,NA
"9",9,0.022894561320042,0,NA,NA,FALSE,NA
"10",10,0.0255963499204718,0,NA,NA,FALSE,NA
"11",11,0.127439394042334,0,NA,NA,FALSE,NA
"12",12,0.0497993697009523,0,NA,NA,FALSE,NA
"13",13,-0.150527207675755,0,NA,NA,FALSE,NA
"14",14,-0.13127966885535,0,NA,NA,FALSE,NA
"15",15,0.078395808161459,0,NA,NA,FALSE,NA
"16",8,-0.233849896547928,0,NA,NA,TRUE,13
"17",11,0.0697065000503232,0,NA,NA,TRUE,12
