"","X","V","Imp","rand"
"1",1,1,0.0295307571016813,0.107752198296012
"2",2,2,5.82766456190288e-05,0.0151198666508913
"3",3,3,0.0111761519633248,0.0408429969721628
"4",4,4,0.0050547239343544,0.0742595721754904
"5",5,5,0.00121776802523387,0.000372743421623709
"6",6,6,0.00636477645097384,0.0292887413444219
"7",7,7,0.067975919943233,0.0444319834454511
"8",8,8,0.23690688608271,0.0696046087359243
"9",9,9,0.000524160938037163,0.00444486142451989
"10",10,10,0.000655173129251237,0.063190826750786
"11",11,11,0.0859472992042005,0.0616975018307049
"12",12,12,0.0721864772729353,0.00339592750434197
"13",13,13,0.256508336798588,0.0152626657593778
"14",14,14,0.0172343514547704,0.00972660877023961
"15",15,15,0.00614590273728828,0.210606953959475
