"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0264684837222949,0,NA,NA,FALSE,NA
"2",2,0.0736643792828473,0,NA,NA,FALSE,NA
"3",3,-0.0394354325260031,0,NA,NA,FALSE,NA
"4",4,-0.0775508675793318,0,NA,NA,FALSE,NA
"5",5,-0.103145936577248,0,NA,NA,FALSE,NA
"6",6,-0.00885095630697519,0,NA,NA,FALSE,NA
"7",7,0.031036891001547,0,NA,NA,FALSE,NA
"8",8,-0.0338139327756295,0,NA,NA,FALSE,NA
"9",9,0.0791036287396371,0,NA,NA,FALSE,NA
"10",10,-0.0369511803424247,0,NA,NA,FALSE,NA
"11",11,-0.0191690622923967,0,NA,NA,FALSE,NA
"12",12,-0.0265650577791504,0,NA,NA,FALSE,NA
"13",13,0.00711021977500255,0,NA,NA,FALSE,NA
"14",14,0.0208041718093038,0,NA,NA,FALSE,NA
"15",15,-0.00318024570142095,0,NA,NA,FALSE,NA
"16",5,-0.129364785139131,0,NA,NA,TRUE,6
"17",1,0.100042199656107,0,NA,NA,TRUE,7
