"","X","V","Imp","rand"
"1",1,1,0.000807710142858071,0.0204368081169192
"2",2,2,0.00541382750483129,0.102176474957857
"3",3,3,0.00437344173532237,6.45185485140118e-06
"4",4,4,0.00177534090760326,0.00669114823090526
"5",5,5,0.00275288569882833,0.424075095747889
"6",6,6,3.8248009290674e-06,0.0022596690924515
"7",7,7,0.000316710069732713,0.0118434051602541
"8",8,8,0.000255305540063782,0.0137950002964963
"9",9,9,0.011361862541553,0.0182122673055247
"10",10,10,0.0133274280778574,0.0033689089119041
"11",11,11,0.0107411859208447,0.08917003409958
"12",12,12,0.00295541509588963,0.0285873054139456
"13",13,13,4.45333615426207e-08,0.00107124294292188
"14",14,14,0.000705505179943974,0.0276641359551186
"15",15,15,0.00776141567473909,0.000577637904129569
