"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0061818068505971,TRUE,0.410923302580299,0.35793355666101,FALSE,NA
"2",2,0.243098669765092,FALSE,NA,NA,FALSE,NA
"3",3,0.107486409490355,FALSE,NA,NA,FALSE,NA
"4",4,0.226617352606212,TRUE,0.127303544829375,0.188153233844787,FALSE,NA
"5",5,-0.563271169972828,FALSE,NA,NA,FALSE,NA
"6",6,-0.105439625558137,TRUE,0.0766580452921114,0.408943448215723,FALSE,NA
"7",7,0.12385302057787,FALSE,NA,NA,FALSE,NA
"8",8,-0.060177894515886,FALSE,NA,NA,FALSE,NA
"9",9,0.0932788620904045,FALSE,NA,NA,FALSE,NA
"10",10,0.0524197485180488,FALSE,NA,NA,FALSE,NA
"11",1,0.0289347185481416,FALSE,NA,NA,TRUE,10
"12",2,-0.284277332045474,FALSE,NA,NA,TRUE,4
