"","X","V","Imp","rand"
"1",1,1,0.0126361889044306,0.066856366048663
"2",2,2,0.0785640407153243,0.000838721657229199
"3",3,3,0.00134192386870882,0.0289171071047534
"4",4,4,0.0313069714246482,0.0444469979767833
"5",5,5,0.074874346110705,0.0101983320959428
"6",6,6,0.0199646533553823,0.0783696080697328
"7",7,7,0.00480930988198341,3.81718308714021e-06
"8",8,8,0.00300096310429412,0.0795489751220427
"9",9,9,0.0427728060384385,0.015786293331419
"10",10,10,0.0158227358029591,0.010208829391131
"11",11,11,0.149070222383093,0.0338540321370598
"12",12,12,0.00995286869028573,0.25708924271672
"13",13,13,0.0161735779883986,0.000273287267350424
"14",14,14,0.0858410485214442,0.0228615608761427
"15",15,15,0.0163659389598395,0.100732128102418
