"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0137782412668349,FALSE,NA,NA,FALSE,NA
"2",2,0.0635698922014567,TRUE,-0.305617025965401,0.0624736424266962,FALSE,NA
"3",3,-0.0375509276145116,FALSE,NA,NA,FALSE,NA
"4",4,0.0773513254881013,FALSE,NA,NA,FALSE,NA
"5",5,-0.0452728418865853,FALSE,NA,NA,FALSE,NA
"6",6,-0.0241895219672219,FALSE,NA,NA,FALSE,NA
"7",7,0.0187270670851275,FALSE,NA,NA,FALSE,NA
"8",8,-0.0287413307547686,FALSE,NA,NA,FALSE,NA
"9",9,0.0257421365575512,FALSE,NA,NA,FALSE,NA
"10",10,-0.0304183623850998,FALSE,NA,NA,FALSE,NA
"11",11,0.0853810782020185,FALSE,NA,NA,FALSE,NA
"12",12,-0.0297106527079824,FALSE,NA,NA,FALSE,NA
"13",13,0.0146402041841347,FALSE,NA,NA,FALSE,NA
"14",14,0.0740499490296933,FALSE,NA,NA,FALSE,NA
"15",15,0.0724671576769123,FALSE,NA,NA,FALSE,NA
"16",1,-0.16247085355482,FALSE,NA,NA,TRUE,7
