"","X","V","Imp","rand"
"1",1,1,8.49032109906547e-05,0.0253110012727844
"2",2,2,0.00115098576669941,0.0052350851252069
"3",3,3,0.00454419381035085,0.0421450588419468
"4",4,4,0.000166273867685512,0.000496185916522459
"5",5,5,9.13878902905587e-05,2.0826104638522e-05
"6",6,6,0.000970144115761616,0.00530600031337405
"7",7,7,0.0104478316935463,0.046456813599553
"8",8,8,0.00294191656201474,0.0189250228614933
"9",9,9,0.0117768065053157,0.0880652295796186
"10",10,10,0.00182917723011705,0.237750608353919
"11",11,11,0.0133466580510101,0.0181188132597819
"12",12,12,0.00365812953730201,0.167921832591368
"13",13,13,0.00079520853872487,0.0211121158050969
"14",14,14,0.0090169534963349,0.0713688849162729
"15",15,15,0.00166981147239621,0.0016216636193362
