"","X","V","Imp","rand"
"1",1,1,0.0303661510613223,0.0016922027721044
"2",2,2,0.139409066428012,0.136269806426221
"3",3,3,0.00377566983391894,0.0743202492833764
"4",4,4,0.0212731965347865,0.0258689929485928
"5",5,5,0.403670422325157,0.227387449105571
"6",6,6,0.000236837979019784,0.00087440443157577
"7",7,7,0.295413302512558,0.00253326359624447
"8",8,8,0.00421094673252627,0.0180517850021331
"9",9,9,0.073179022590726,0.00417152101792924
"10",10,10,0.0415596417763748,0.000805523821009044
"11",11,11,2.26177496968755e-05,0.159025220758088
"12",12,12,0.00644230144816951,0.0238605719833281
"13",13,13,0.000254537095164771,0.00785420191404083
"14",14,14,0.0144112541121187,6.12633208446439e-06
"15",15,15,0.0316341737906149,0.0672766843838401
